datetime,run,benchmark,command,size,t_run,t_bookkeeping,t_rmem_write,t_rmem_read,n_fault,t_fault,n_swapfault,n_pfa_fault,n_early_newq,n_evicted,n_fetched,n_kpfad,t_kpfad
01281559,01281559,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,1692672,1679788691,927977561,200904974,0,20280,1029369908,0,362,6905,24411,23179,0,0
01281558,01281558,qsort,./benchmarks/qsort/qsort 10000000,10121216,843581660,206641,468064,0,2975,25339643,0,1,4,58,56,0,0
01281558,01281558,qsort,./benchmarks/qsort/qsort 10000000,7590912,1081834990,166461177,42654926,0,7686,222069305,0,72,937,5194,4553,0,0
01281558,01281558,qsort,./benchmarks/qsort/qsort 10000000,5060608,1172267253,225373101,59613614,0,8391,298861924,0,93,1458,7232,5962,0,0
01281558,01281558,qsort,./benchmarks/qsort/qsort 10000000,2530304,1371406887,368428215,95094534,0,9413,467779054,0,151,2600,11569,9690,0,0
01281558,01281558,python,python ./benchmarks/python/bm_spambayes.py,10608640,5397830466,18809889,8370143,0,10938,259627046,0,12,89,1016,752,0,0
01281558,01281558,python,python ./benchmarks/python/bm_spambayes.py,7956480,5652997654,100448818,37446461,0,20795,441033590,0,56,361,4540,3591,0,0
01281558,01281558,python,python ./benchmarks/python/bm_spambayes.py,5304320,6222630286,437094383,105077326,0,36337,811719966,0,179,1655,12771,11457,0,0
01281558,01281558,python,python ./benchmarks/python/bm_spambayes.py,2652160,12968049739,2790642571,588444403,0,196064,6237931262,0,1089,8028,71672,69702,0,0
01281558,01281558,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,6770688,534517277,266765,6925176,0,1934,88585638,0,1,15,846,58,0,0
01281558,01281558,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,5078016,474935703,165735,3748108,0,1791,35717809,0,1,15,454,37,0,0
01281558,01281558,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,3385344,488192474,1385195,7231622,0,1871,47794946,0,0,15,871,58,0,0
01281558,01281558,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,1692672,1717845836,953039676,208658267,0,19204,1054656148,0,379,7294,25437,24221,0,0
01281558,01281558,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,33726464,2053889313,15432149,793115,0,12364,130471716,0,1,5,97,63,0,0
01281558,01281558,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,25294848,10278958588,6304443958,1415373093,0,168394,6679014183,0,2684,29,173807,171718,0,0
01281558,01281558,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,16863232,10536908698,6428218874,1461573585,0,181498,6816338879,0,2739,38,179470,175297,0,0
01281558,01281558,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,8431616,18883646850,13446352437,2877368650,0,15484,13808264057,0,5396,49,351582,345396,0,0
01281558,pfa,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,63426560,3398905494,5296245,1998111,0,27879,296041790,0,3,8,245,164,0,0
01281558,pfa,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,47569920,4280738409,557355872,143571610,0,83412,1035849188,0,213,904,17499,13628,0,0
01281558,pfa,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,31713280,8378641602,3364776254,625314433,0,436716,4410859628,0,1070,6891,76262,68460,0,0
01281558,pfa,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,15856640,38695643498,27240278293,5246779644,0,923469,29316671136,0,9819,46489,640047,628412,0,0
01281559,01281559,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,63426560,3483820445,5736676,33124290,0,32183,397092751,0,28,8,4023,1741,0,0
01281559,01281559,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,47569920,4292543408,567899735,144545820,0,83273,1043528808,0,214,886,17609,13712,0,0
01281559,01281559,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,31713280,8387631514,3391081917,622760265,0,436272,4426505489,0,1067,6875,76069,68293,0,0
01281559,01281559,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,15856640,38807366993,27238513389,5256310901,0,923880,29383086823,0,9841,46681,641447,629820,0,0

