datetime,run,benchmark,command,size,t_run,t_bookkeeping,t_rmem_write,t_rmem_read,n_fault,t_fault,n_swapfault,n_pfa_fault,n_early_newq,n_evicted,n_fetched,n_kpfad,t_kpfad
01281558,baseline,python,python ./benchmarks/python/bm_spambayes.py,2652160,14261084823,3435553449,0,0,241855,7555990308,65632,0,0,67607,0,0,0
01281558,baseline,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,6770688,463983660,632855,0,0,1820,27705405,43,0,0,60,0,0,0
01281558,baseline,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,5078016,477469154,2473688,0,0,1825,38293583,59,0,0,498,0,0,0
01281558,baseline,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,3385344,486853371,2202293,0,0,1993,48751412,58,0,0,876,0,0,0
01281558,baseline,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,1692672,2292445238,1654021542,0,0,75356,1788696263,33461,0,0,34678,0,0,0
01281559,baseline,qsort,./benchmarks/qsort/qsort 10000000,10121216,840020769,0,0,0,2514,22471633,0,0,0,0,0,0,0
01281559,baseline,qsort,./benchmarks/qsort/qsort 10000000,7590912,1097635224,214700591,0,0,12696,271935915,4641,0,0,5284,0,0,0
01281559,baseline,qsort,./benchmarks/qsort/qsort 10000000,5060608,1194379930,289911891,0,0,17075,369012745,6086,0,0,7324,0,0,0
01281559,baseline,qsort,./benchmarks/qsort/qsort 10000000,2530304,1395375447,466457577,0,0,21816,570901457,9765,0,0,11620,0,0,0
01281559,baseline,python,python ./benchmarks/python/bm_spambayes.py,10608640,5324487043,16857292,0,0,7730,142457575,422,0,0,503,0,0,0
01281559,baseline,python,python ./benchmarks/python/bm_spambayes.py,7956480,6317923376,218152986,0,0,18503,432000839,2454,0,0,3149,0,0,0
01281559,baseline,python,python ./benchmarks/python/bm_spambayes.py,5304320,6438624682,583746739,0,0,44838,976461194,10790,0,0,12119,0,0,0
01281559,baseline,python,python ./benchmarks/python/bm_spambayes.py,2652160,13059897664,3262450898,0,0,215254,6475897784,60181,0,0,62109,0,0,0
01281559,baseline,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,6770688,455085139,365954,0,0,1796,19114699,25,0,0,32,0,0,0
01281559,baseline,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,5078016,469868816,2464438,0,0,1823,32135983,59,0,0,463,0,0,0
01281559,baseline,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,3385344,483798323,2196754,0,0,2002,46840725,60,0,0,889,0,0,0
01281559,baseline,linpack,./benchmarks/linpack/bin/xhpl ./benchmarks/linpack/small.dat,1692672,2281408942,1657009687,0,0,75478,1794658253,33404,0,0,34632,0,0,0
01281558,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,33726464,4493087562,1315522021,198197988,189196848,232440,1720632690,23206,0,0,23243,23209,0,0
01281558,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,25294848,11551982740,7992517135,1467945037,1414807922,337081,8502675165,171580,0,0,173678,171664,0,0
01281558,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,16863232,13210427823,9506982052,1627227774,1554189979,353617,10062673561,187765,0,0,191952,188012,0,0
01281558,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,8431616,20697722458,16870887575,2987453355,2847620334,354090,17442090799,344121,0,0,350358,344571,0,0
01281559,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,33726464,3024591254,175427053,45034624,43243182,29883,381112228,5228,0,0,5268,5228,0,0
01281559,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,25294848,11540001113,7974552169,1467736753,1414657155,337187,8486470809,171570,0,0,173648,171654,0,0
01281559,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,16863232,13205727208,9541783780,1631425090,1553900959,353584,10076763013,188152,0,0,192323,188410,0,0
01281559,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,8431616,20650835949,16861130041,2989257345,2841998766,354081,17454555739,344121,0,0,350332,344571,0,0
01281559,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,33726464,3026368757,172560223,44546385,43419315,29881,378447368,5228,0,0,5268,5228,0,0
01281559,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,25294848,11524194852,7988106446,1469785258,1417445272,337195,8513431958,171576,0,0,173674,171660,0,0
01281559,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,16863232,13194900117,9527665956,1634946011,1557310801,353591,10138206804,188224,0,0,192368,188483,0,0
01281559,baseline,pagerank,./benchmarks/pagerank/pagerank -n 2048 ./benchmarks/pagerank/pagerank-data-2048.bin,8431616,20596158525,16788431979,2992117359,2846067659,354075,17348194272,344121,0,0,350316,344569,0,0 
01281558,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,63426560,3472621636,23462125,33660034,14401526,33942,417423934,1686,0,0,3968,1686,0,0
01281558,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,47569920,4352842134,715469459,149912189,114390947,100278,1204788047,13686,0,0,17583,13686,0,0
01281558,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,31713280,9004568717,4317829385,664440838,597295483,515269,5455930662,70412,0,0,78170,70412,0,0
01281558,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,15856640,41540133786,34102741902,5428123060,5253662564,1582993,36548121397,625932,0,0,637552,625932,0,0
01281559,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,63426560,3277242130,575477,351968,327185,24634,234427086,39,0,0,42,39,0,0
01281559,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,47569920,4323862010,711038976,149475575,114832208,100175,1194826397,13654,0,0,17538,13654,0,0
01281559,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,31713280,8992197032,4274805511,664406297,595467616,515149,5453869817,70246,0,0,78018,70246,0,0
01281559,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,15856640,41659761059,34154020582,5432489136,5254553299,1582974,36727326352,625730,0,0,637424,625730,0,0
01281559,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,63426560,3283000919,616051,383355,350822,24639,236488000,42,0,0,45,42,0,0
01281559,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,47569920,4322690377,714049485,150271986,115097904,100335,1199549561,13765,0,0,17683,13765,0,0
01281559,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,31713280,8976637987,4267783251,663792741,595004722,514963,5440132180,70203,0,0,77975,70203,0,0
01281559,baseline,genome,./benchmarks/genome/assemble ./benchmarks/genome/little.dat,15856640,41716059414,34179425761,5424419902,5257436780,1582508,36702181153,625571,0,0,637207,625571,0,0
